City Name,Period,Sales volume,Reporting period,Average price All property types,Monthly Percentage change for all property types,House price index for all property types,Average price for Detached houses ,Monthly Percentage change for Detached houses,House price index for Detached houses,Average price for Semi-detached houses,Monthly Percentage change for Semi-detached houses,House price index Semi-detached houses,Average price for Terraced houses,Monthly Percentage change for Terraced houses ,House price index Terraced houses,Average price for Flats and maisonettes,Monthly Percentage change for Flats and maisonettes,House price index Flats and maisonettes,Average price New build,Monthly Percentage change for New build ,House price index New build,Sales volume New build,Average price Old Build,Monthly Percentage change for Old Build ,House price index Old Build,Sales volume Old Build,Date,Mortgage Rates 
Leeds,2023-01,693,monthly,228909,-2.1,100,423270,-1.9,100,247332,-2,100,188143,-2.2,100,148177,-2.2,100,327037,-0.5,100,42,226338,-2.1,100,651,01/01/2023,3.5
Leeds,2023-02,701,monthly,225686,-1.4,98.6,418267,-1.2,98.8,243876,-1.4,98.6,185078,-1.6,98.4,146305,-1.3,98.7,326336,-0.2,99.8,31,223056,-1.5,98.5,670,01/02/2023,4
Leeds,2023-03,796,monthly,223391,-1,97.6,416334,-0.5,98.4,241759,-0.9,97.7,182341,-1.5,96.9,144580,-1.2,97.6,330663,1.3,101.1,92,220603,-1.1,97.5,704,01/03/2023,4.25
Leeds,2023-04,595,monthly,223142,-0.1,97.5,416752,0.1,98.5,241499,-0.1,97.6,181818,-0.3,96.6,144641,0,97.6,333115,0.7,101.9,59,220296,-0.1,97.3,536,01/04/2023,4.25
Leeds,2023-05,597,monthly,223354,0.1,97.6,416448,-0.1,98.4,241732,0.1,97.7,181890,0,96.7,145234,0.4,98,333972,0.3,102.1,63,220494,0.1,97.4,534,01/05/2023,4.5
Leeds,2023-06,875,monthly,223706,0.2,97.7,415913,-0.1,98.3,241688,0,97.7,182753,0.5,97.1,145537,0.2,98.2,330074,-1.2,100.9,115,220937,0.2,97.6,760,01/06/2023,5
Leeds,2023-07,759,monthly,228168,2,99.7,422916,1.7,99.9,246604,2,99.7,186742,2.2,99.3,148167,1.8,100,336137,1.8,102.8,36,225354,2,99.6,723,01/07/2023,5
Leeds,2023-08,840,monthly,230453,1,100.7,427280,1,100.9,249082,1,100.7,189034,1.2,100.5,148821,0.4,100.4,338260,0.6,103.4,62,227639,1,100.6,778,01/08/2023,5.25
Leeds,2023-09,821,monthly,232964,1.1,101.8,431738,1,102,251914,1.1,101.9,191264,1.2,101.7,150025,0.8,101.2,342912,1.4,104.9,64,230097,1.1,101.7,757,01/09/2023,5.25
Leeds,2023-10,802,monthly,230663,-1,100.8,426808,-1.1,100.8,249182,-1.1,100.7,189549,-0.9,100.7,148870,-0.8,100.5,339535,-1,103.8,54,227825,-1,100.7,748,01/10/2023,5.25
Leeds,2023-11,752,monthly,228605,-0.9,99.9,423414,-0.8,100,247209,-0.8,100,187479,-1.1,99.6,147676,-0.8,99.7,339474,0,103.8,49,225728,-0.9,99.7,703,01/11/2023,5.25
Leeds,2023-12,805,monthly,228265,-0.1,99.7,422041,-0.3,99.7,246944,-0.1,99.8,187026,-0.2,99.4,147904,0.2,99.8,339401,0,103.8,122,225383,-0.2,99.6,683,01/12/2023,5.25
Leeds,2024-01,617,monthly,228898,0.3,100,423875,0.4,100.1,247646,0.3,100.1,187517,0.3,99.7,148079,0.1,99.9,341190,0.5,104.3,37,225991,0.3,99.8,580,01/01/2024,5
Leeds,2024-02,662,monthly,228637,-0.1,99.9,421622,-0.5,99.6,247282,-0.1,100,187797,0.1,99.8,147885,-0.1,99.8,340859,-0.1,104.2,38,225732,-0.1,99.7,624,01/02/2024,5
Leeds,2024-03,737,monthly,228226,-0.2,99.7,420866,-0.2,99.4,246598,-0.3,99.7,187403,-0.2,99.6,148114,0.2,100,343818,0.9,105.1,73,225248,-0.2,99.5,664,01/03/2024,5
Leeds,2024-04,700,monthly,225179,-1.3,98.4,413818,-1.7,97.8,243183,-1.4,98.3,185040,-1.3,98.4,146696,-1,99,337320,-1.9,103.1,51,222303,-1.3,98.2,649,01/04/2024,5
Leeds,2024-05,847,monthly,225242,0,98.4,413127,-0.2,97.6,243126,0,98.3,185082,0,98.4,147292,0.4,99.4,336257,-0.3,102.8,71,222403,0,98.3,776,01/05/2024,5
Leeds,2024-06,866,monthly,226246,0.4,98.8,413608,0.1,97.7,244234,0.5,98.7,186505,0.8,99.1,147474,0.1,99.5,333272,-0.9,101.9,107,223541,0.5,98.8,759,01/06/2024,5
Leeds,2024-07,820,monthly,231101,2.1,101,421849,2,99.7,249761,2.3,101,191016,2.4,101.5,149605,1.4,101,340484,2.2,104.1,59,228336,2.1,100.9,761,01/07/2024,5.5
Leeds,2024-08,812,monthly,234995,1.7,102.7,428893,1.7,101.3,254053,1.7,102.7,194708,1.9,103.5,151227,1.1,102.1,344966,1.3,105.5,54,232224,1.7,102.6,758,01/08/2024,5
Leeds,2024-09,705,monthly,237183,0.9,103.6,434738,1.4,102.7,256938,1.1,103.9,196295,0.8,104.3,151430,0.1,102.2,352325,2.1,107.7,45,234250,0.9,103.5,660,01/09/2024,5
Leeds,2024-10,774,monthly,238936,0.7,104.4,439239,1,103.8,258470,0.6,104.5,197519,0.6,105,152956,1,103.2,354811,0.7,108.5,30,235985,0.7,104.3,744,01/10/2024,5
Leeds,2024-11,798,monthly,239397,0.2,104.6,441144,0.4,104.2,259316,0.3,104.8,197587,0,105,152796,-0.1,103.1,360498,1.6,110.2,21,236280,0.1,104.4,777,01/11/2024,5
Leeds,2024-12,720,monthly,240626,0.5,105.1,443617,0.6,104.8,260672,0.5,105.4,198658,0.5,105.6,153366,0.4,103.5,370815,2.9,113.4,14,237230,0.4,104.8,706,01/12/2024,5
Leeds,2025-01,520,monthly,239869,-0.3,104.8,442445,-0.3,104.5,260514,-0.1,105.3,198169,-0.2,105.3,151550,-1.2,102.3,381480,2.9,116.6,2,236115,-0.5,104.3,518,01/01/2025,4.25
Leeds,2025-02,612,monthly,242435,1.1,105.9,448448,1.4,105.9,262978,0.9,106.3,200319,1.1,106.5,153117,1,103.3,407545,6.8,124.6,6,237830,0.7,105.1,612,01/02/2025,4.25
Leeds,2025-03,578,monthly,245512,1.3,107.3,451089,0.6,106.6,266122,1.2,107.6,203098,1.4,107.9,156433,2.2,105.6,416500,4.9,130,10,239450,0.8,108,567,01/03/2025,4.25
Leeds,2025-04,800,monthly,246563,0.4,107.7,456161,1.1,107.8,267504,0.5,108.2,202836,-0.1,107.8,157118,0.4,106,430500,7.8,132.6,39,250000,0.4,100.7,875,01/04/2025,4.25
