region,month_id,sales_volume,property_type,avg_price,price_change,annual_change,detached_price,detached_change,detached_annual,semi_price,semi_change,semi_annual,terraced_price,terraced_change,terraced_annual,flat_price,flat_change,flat_annual,cash_price,cash_change,cash_annual,cash_sales,mortgage_price,mortgage_change,mortgage_annual,mortgage_sales,date,interest_rate,property_age,avg_price_log,cash_sales_log
Leeds,2023-04,595,monthly,223142,-0.1,97.5,416752,0.1,98.5,241499,-0.1,97.6,181818,-0.3,96.6,144641,0.0,97.6,333115,0.7,101.9,59,220296,-0.1,97.3,536,2023-01-04,4.25,old,12.315568100531115,4.0943445622221
Leeds,2023-05,597,monthly,223354,0.1,97.6,416448,-0.1,98.4,241732,0.1,97.7,181890,0.0,96.7,145234,0.4,98.0,333972,0.3,102.1,63,220494,0.1,97.4,534,2023-01-05,4.5,old,12.316517712918769,4.1588830833596715
Leeds,2023-06,875,monthly,223706,0.2,97.7,415913,-0.1,98.3,241688,0.0,97.7,182753,0.5,97.1,145537,0.2,98.2,330074,-1.2,100.9,115,220937,0.2,97.6,760,2023-01-06,5.0,new,12.318092438897446,4.7535901911063645
Leeds,2023-07,759,monthly,228168,2.0,99.7,422916,1.7,99.9,246604,2.0,99.7,186742,2.2,99.3,148167,1.8,100.0,336137,1.8,102.8,36,225354,2.0,99.6,723,2023-01-07,5.0,old,12.3378418614329,3.6109179126442243
Leeds,2023-08,840,monthly,230453,1.0,100.7,427280,1.0,100.9,249082,1.0,100.7,189034,1.2,100.5,148821,0.4,100.4,338260,0.6,103.4,62,227639,1.0,100.6,778,2023-01-08,5.25,new,12.347806555342343,4.143134726391533
Leeds,2023-09,821,monthly,232964,1.1,101.8,431738,1.0,102.0,251914,1.1,101.9,191264,1.2,101.7,150025,0.8,101.2,342912,1.4,104.9,64,230097,1.1,101.7,757,2023-01-09,5.25,old,12.358643506672221,4.174387269895637
Leeds,2023-10,802,monthly,230663,-1.0,100.8,426808,-1.1,100.8,249182,-1.1,100.7,189549,-0.9,100.7,148870,-0.8,100.5,339535,-1.0,103.8,54,227825,-1.0,100.7,748,2023-01-10,5.25,new,12.34871738517123,4.007333185232471
Leeds,2023-11,752,monthly,228605,-0.9,99.9,423414,-0.8,100.0,247209,-0.8,100.0,187479,-1.1,99.6,147676,-0.8,99.7,339474,0.0,103.8,49,225728,-0.9,99.7,703,2023-01-11,5.25,new,12.339755276717568,3.912023005428146
Leeds,2023-12,805,monthly,228265,-0.1,99.7,422041,-0.3,99.7,246944,-0.1,99.8,187026,-0.2,99.4,147904,0.2,99.8,339401,0.0,103.8,122,225383,-0.2,99.6,683,2023-01-12,5.25,new,12.338266894576547,4.812184355372417
Leeds,2024-01,617,monthly,228898,0.3,100.0,423875,0.4,100.1,247646,0.3,100.1,187517,0.3,99.7,148079,0.1,99.9,341190,0.5,104.3,37,225991,0.3,99.8,580,2024-01-01,5.0,old,12.34103613721115,3.6375861597263857
Leeds,2024-02,662,monthly,228637,-0.1,99.9,421622,-0.5,99.6,247282,-0.1,100.0,187797,0.1,99.8,147885,-0.1,99.8,340859,-0.1,104.2,38,225732,-0.1,99.7,624,2024-01-02,5.0,old,12.339895245749648,3.6635616461296463
Leeds,2024-03,737,monthly,228226,-0.2,99.7,420866,-0.2,99.4,246598,-0.3,99.7,187403,-0.2,99.6,148114,0.2,100.0,343818,0.9,105.1,73,225248,-0.2,99.5,664,2024-01-03,5.0,new,12.338096026676734,4.30406509320417
Leeds,2024-04,700,monthly,225179,-1.3,98.4,413818,-1.7,97.8,243183,-1.4,98.3,185040,-1.3,98.4,146696,-1.0,99.0,337320,-1.9,103.1,51,222303,-1.3,98.2,649,2024-01-04,5.0,old,12.324655361357122,3.9512437185814275
Leeds,2024-05,847,monthly,225242,0.0,98.4,413127,-0.2,97.6,243126,0.0,98.3,185082,0.0,98.4,147292,0.4,99.4,336257,-0.3,102.8,71,222403,0.0,98.3,776,2024-01-05,5.0,new,12.32493509840612,4.276666119016055
Leeds,2024-06,866,monthly,226246,0.4,98.8,413608,0.1,97.7,244234,0.5,98.7,186505,0.8,99.1,147474,0.1,99.5,333272,-0.9,101.9,107,223541,0.5,98.8,759,2024-01-06,5.0,new,12.329382601805754,4.68213122712422
Leeds,2024-07,820,monthly,231101,2.1,101.0,421849,2.0,99.7,249761,2.3,101.0,191016,2.4,101.5,149605,1.4,101.0,340484,2.2,104.1,59,228336,2.1,100.9,761,2024-01-07,5.5,old,12.350614450487248,4.0943445622221
Leeds,2024-08,812,monthly,234995,1.7,102.7,428893,1.7,101.3,254053,1.7,102.7,194708,1.9,103.5,151227,1.1,102.1,344966,1.3,105.5,54,232224,1.7,102.6,758,2024-01-08,5.0,old,12.367323771704836,4.007333185232471
Leeds,2024-09,705,monthly,237183,0.9,103.6,434738,1.4,102.7,256938,1.1,103.9,196295,0.8,104.3,151430,0.1,102.2,352325,2.1,107.7,45,234250,0.9,103.5,660,2024-01-09,5.0,new,12.376591490204977,3.828641396489095
Leeds,2024-10,774,monthly,238936,0.7,104.4,439239,1.0,103.8,258470,0.6,104.5,197519,0.6,105.0,152956,1.0,103.2,354811,0.7,108.5,30,235985,0.7,104.3,744,2024-01-10,5.0,old,12.383955197839143,3.4339872044851463
Leeds,2024-11,798,monthly,239397,0.2,104.6,441144,0.4,104.2,259316,0.3,104.8,197587,0.0,105.0,152796,-0.1,103.1,360498,1.6,110.2,21,236280,0.1,104.4,777,2024-01-11,5.0,old,12.385882717852233,3.091042453358316
Leeds,2024-12,720,monthly,240626,0.5,105.1,443617,0.6,104.8,260672,0.5,105.4,198658,0.5,105.6,153366,0.4,103.5,370815,2.9,113.4,14,237230,0.4,104.8,706,2024-01-12,5.0,new,12.391003295677956,2.70805020110221
Leeds,2025-01,520,monthly,239869,-0.3,104.8,442445,-0.3,104.5,260514,-0.1,105.3,198169,-0.2,105.3,151550,-1.2,102.3,381480,2.9,116.6,2,236115,-0.5,104.3,518,2025-01-01,4.25,new,12.387852388903076,1.0986122886681098
Leeds,2025-02,612,monthly,242435,1.1,105.9,448448,1.4,105.9,262978,0.9,106.3,200319,1.1,106.5,153117,1.0,103.3,407545,6.8,124.6,6,237830,0.7,105.1,612,2025-01-02,4.25,old,12.398493037001543,1.9459101490553132
Leeds,2025-03,578,monthly,245512,1.3,107.3,451089,0.6,106.6,266122,1.2,107.6,203098,1.4,107.9,156433,2.2,105.6,416500,4.9,130.0,10,239450,0.8,108.0,567,2025-01-03,4.25,new,12.411105177971566,2.3978952727983707
Leeds,2025-04,800,monthly,246563,0.4,107.7,456161,1.1,107.8,267504,0.5,108.2,202836,-0.1,107.8,157118,0.4,106.0,430500,7.8,132.6,39,250000,0.4,100.7,875,2025-01-04,4.25,new,12.415376873654015,3.6888794541139363
